"","State","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","TotalPop"
"830","Tennessee",85968,89762,4.5,85.2,6.8,0.3,1.3,0.1,129587,61584,1513,30669,902,9.7,13.1,35,15.4,27.1,8.3,14.2,83.9,8.4,0.4,0.6,1.4,5.2,27.8,87498,80.4,11.8,7.5,0.2,4.5,175730
"831","Missouri",4390,4286,1.6,93.3,3.4,0.1,0.2,0.2,6716,42011,2100,22255,1033,13,22,24.6,18.2,24,10.5,22.7,80.5,11.5,0,1.4,1.5,5.1,25.3,3893,78,13.8,8,0.2,4.5,8676
"832","Missouri",5170,5038,1.2,95.8,1.3,0.5,0.5,0,7986,50161,4015,24687,1308,13.3,18.5,27.1,15,25.6,12,20.3,84.7,6.7,0.1,2,0.5,6.1,22.5,5003,76.7,15,8.1,0.2,4.5,10208
"833","Minnesota",7530,7358,8.6,89.1,0.6,0.2,0.7,0,10826,60848,1397,29884,905,8.5,12.4,29.1,14.6,18.4,15,23,79.4,8.4,0.4,3.5,0.6,7.8,25.2,7794,79.2,10.8,9.8,0.2,4.5,14888
"834","California",127423,133391,15.9,71.5,2.1,0.1,5.7,0.1,184739,104703,1763,66748,1603,8.1,9.7,53.8,14.4,21.4,5.7,4.6,65.3,8.1,9.8,3.7,2.4,10.7,31.7,130570,74.1,10.6,15,0.2,4.5,260814
"835","Texas",74611,76278,37.3,51.4,7.1,0.2,1.7,0,106496,66187,1709,29300,692,10.6,14.6,33.4,15.9,25.5,10.3,14.9,85,8.9,0.2,0.7,1.1,4.1,26.7,70169,76.3,17.8,5.6,0.3,4.5,150889
"836","Texas",8980,8597,55.4,41.1,1.5,0.1,0.2,0.1,10695,70753,6115,29903,3147,11.9,15.5,21.3,13,24.2,22.7,18.8,79.8,16.8,0,0,0.8,2.5,19.8,8054,85.3,8.7,5.7,0.3,4.5,17577
"837","Vermont",27171,28314,1.5,95,0.7,0.2,0.8,0.1,44323,56828,2027,34264,1275,10.2,14.2,39.1,18.3,21.7,9.7,11.2,78.8,10.3,0.6,4.2,0.8,5.3,22.8,28099,78.8,12.8,8.1,0.3,4.5,55485
"838","Oklahoma",3502,2375,5,76.2,2.4,1.9,0,0,4597,57432,4840,28007,3779,11.2,16,31.6,15.8,18.9,20,13.8,77.2,11.9,0,4.9,2.5,3.5,18.8,2238,64.7,21.2,13.8,0.3,4.5,5877
"839","Oklahoma",41317,39317,4.6,77.3,3.9,4.9,4.4,0.1,60719,39149,2201,22785,928,26.3,21.7,39.4,18.4,22.8,10.4,9,78.7,9.9,1.2,4.8,2.2,3.2,17.5,36377,68.2,26.3,5.1,0.4,4.5,80634
"840","Wisconsin",19145,18320,1.7,95.3,0.4,0.8,0.4,0,29585,55762,1720,28437,690,9.1,12,29.5,14.2,20.1,14.2,22,82.7,8.8,0.1,1.8,0.9,5.7,26.6,19216,80.6,11.7,7.3,0.4,4.5,37465
"841","Texas",10082,9807,40.6,56.3,2.3,0.1,0.5,0,10115,58167,5868,22656,2576,11,11.6,28.6,11.8,18.6,24.9,16.1,74.9,18.8,0,4.1,0.1,2.1,19,8134,76,12.5,11,0.4,4.5,19889
"842","Texas",8476,8374,23.2,63.7,11,0,0.9,0,12040,55741,4948,26740,1964,13.8,19,26.5,22.6,23.1,13.1,14.7,76.8,13.9,0,1.6,1.1,6.6,25.7,7894,72.2,15.7,11.7,0.4,4.5,16850
"843","Illinois",8122,8311,1.3,92.7,1.1,0.1,0.4,0,12610,67360,4426,33672,1653,5.4,8.1,36.3,16.3,21.9,12,13.5,84.8,9.1,0.8,1.4,0.8,3.2,23.2,8673,73.9,17.9,7.6,0.5,4.5,16433
"844","Virginia",6367,6002,4.3,59.9,30.8,0.1,3.2,0,9789,39537,3382,18555,1071,18.6,27.9,23.1,21.2,19.8,15.7,20.2,77.9,10.2,0.8,1.4,4.9,4.8,29.1,4694,70.4,23.1,5.9,0.6,4.5,12369
"845","Kansas",3952,3838,2.7,90.2,3.7,1.1,0.2,0,6162,50300,3554,24520,1316,13.7,21.7,29.2,19.8,22,9.2,19.7,82.4,5,0.3,4.3,1.2,6.7,20,3737,74,17.7,7.7,0.6,4.5,7790
"846","Nebraska",346,336,1.9,96.2,0.9,0,0,0,526,45833,8952,22693,2682,21.1,33.8,38.8,14.5,16.3,21.6,8.9,63.3,6.8,0,10.9,3.3,15.7,20.9,338,65.1,15.1,18.9,0.9,4.5,682
"847","Texas",8922,9244,18.1,78.8,1.5,0.5,0.4,0,13070,46351,3907,25661,2290,16.5,25.9,31.5,17.8,21.9,15.1,13.7,83,9,0,0.6,1.4,6.1,15.3,8248,69.8,17.1,11.9,1.2,4.5,18166
"848","Colorado",1732,1849,10.5,85.7,1.5,1.1,0,0,2727,35898,2615,22853,1570,19.5,28.7,39.7,19.2,15.3,19,6.8,71.3,9.8,0,9.3,1.3,8.3,14.5,1655,55,25.3,16.9,2.8,4.5,3581
"849","Colorado",7997,6796,8.1,86.9,0.4,0,1.9,0.7,11576,66489,6712,32919,2466,13.1,21.1,30.2,24.7,16.8,22,6.2,64.6,14.8,2.9,5.5,1.8,10.5,22.2,8829,83.4,13.9,2.7,0,4.6,14793
"850","Indiana",73340,76019,3.5,90.3,2.3,0.2,2.8,0,108188,65272,2113,31101,760,9.4,13.2,39.1,15.3,23.6,8.6,13.4,86.6,7.1,0.3,1.3,0.8,3.8,26.1,74247,83.3,11.3,5.3,0,4.6,149359
"851","Georgia",17900,17788,4,63.8,29.5,0.4,1.1,0,26673,36962,3361,19246,999,24.8,39.9,25.6,16.1,25.2,13.5,19.6,83.7,8.9,1.6,2.2,1.1,2.4,19.2,13208,74.6,18.5,7,0,4.6,35688
"852","Utah",2633,2387,5.6,89.5,0,2.7,0.2,0.5,3699,51700,7983,23228,2295,13.1,17.9,26.4,26.8,25.1,15.8,6,73.4,11,0,5.7,2.7,7.3,14,2212,69.3,23.3,7.4,0,4.6,5020
"853","Oklahoma",4949,4183,6.8,83.6,2.4,1.2,0.7,0,7238,57097,5211,28322,2721,12.9,12.9,31.6,22.6,19.9,14.3,11.6,82.3,6.7,0,4.8,1.3,4.8,14,4638,70.9,19.4,9.6,0,4.6,9132
"854","Missouri",5069,5075,1.4,90.8,5.1,0.5,0.2,0.1,7860,50356,4000,23430,1091,16.4,24.5,35.1,19.2,19.5,12.3,13.9,77.8,10.4,0.5,2.3,1.8,7.2,23.3,4804,72.1,17.2,10.7,0,4.6,10144
"855","Texas",1714,1719,10.6,81.8,3.7,0.7,0.5,0,2699,44429,6281,23212,1865,14.9,23.5,30.5,21.5,22.9,14.7,10.4,74.2,14.8,0,4.8,0.3,5.9,23.6,1421,66.6,19.3,14.1,0,4.6,3433
"856","Wisconsin",57373,60209,1.8,90.3,1.3,0.3,4.4,0,92865,54127,1324,29495,713,14.4,11.9,36.6,19.9,23,6.4,14.1,81.2,7.3,1,4.9,2.5,3.2,18,62589,82.9,13.2,3.8,0.1,4.6,117582
"857","Minnesota",604629,620134,6.9,69.5,12.5,0.5,7,0,877093,71154,620,41794,428,11.5,15.4,48.5,15.3,22.6,4.5,9.1,73,7.9,7.4,3.3,2.7,5.6,23.4,674973,85,10.2,4.6,0.1,4.6,1224763
"858","Indiana",39206,39514,7.9,88.6,0.7,0.2,1,0,57371,57190,1972,27884,767,11.2,16.1,28.6,13.3,21.1,8.9,28.1,80.8,11.7,0.1,1.7,2,3.6,19.7,38265,88.2,6.5,5.1,0.1,4.6,78720
"859","New York",111991,114641,3,90.9,1.5,0.2,2.8,0,174237,77548,1961,39653,722,6.6,7.7,45.8,14.3,23.5,7.7,8.7,83.2,7.5,0.8,1.9,0.7,5.9,25.3,117053,77.4,17.4,5.1,0.1,4.6,226632
"860","Georgia",96103,96762,27.8,61.6,7.3,0.2,1.7,0,119990,55622,1940,26283,697,16.1,24.8,28.5,14.4,24.1,10.9,22.1,81,11.4,0.3,1,2.3,4,26.3,90062,84.1,10.6,5.2,0.1,4.6,192865
"861","Michigan",93729,93217,2.3,94.6,0.6,0.2,0.9,0.1,142636,78430,1082,36845,564,5.9,7.3,40,14.7,24.9,9.1,11.3,87.3,6.4,0.3,0.9,0.8,4.4,32.4,94735,85,9.5,5.4,0.1,4.6,186946
"862","West Virginia",14440,14683,0.4,97.1,0.1,0.8,0.3,0,22698,41731,3107,23246,1275,14.7,18.4,28.7,15,27.9,15.6,12.9,83.5,11.1,0.2,1.9,1.1,2.1,29.9,11221,75.3,18.7,5.9,0.1,4.6,29123
"863","Iowa",8821,9607,3.1,92,1.9,0,2,0,14384,51456,2383,27679,1387,10.7,11.7,32.4,18.3,22.4,9,18,72.3,7.5,0,13.6,2.4,4.2,17.1,9622,85,8.9,6,0.1,4.6,18428
"864","Indiana",9687,9936,1.4,95.6,1.3,0.1,0.5,0,14873,42803,5080,22715,1394,15,23.5,25.9,18.7,18.1,12.8,24.6,80.4,11.2,0,2.3,1.3,4.7,25.6,8438,82.5,10.5,6.8,0.1,4.6,19623
"865","Missouri",11372,11638,9.7,81.1,4.7,0.3,0.8,0.9,16886,41567,2050,21729,845,17.3,26.6,29.8,19.5,19.2,9.9,21.6,79.4,12.6,0.8,2.5,1.5,3.2,16.5,10546,76.7,16,7.1,0.1,4.6,23010
"866","Illinois",17040,16522,1.6,95.2,1.6,0.3,0.6,0.1,26386,50668,1800,25614,928,12.8,18.2,30.8,18.4,22.7,11.5,16.6,83.2,9.7,0.7,1.8,0.8,3.8,25.2,14987,79,13.2,7.7,0.1,4.6,33562
"867","Indiana",21161,21363,2.8,95.1,0.2,0.1,0.3,0,31716,51374,2180,26057,1401,12.5,20.7,28.3,13.2,19.6,9.1,29.8,86.3,8.5,0.1,1.1,1.1,2.9,20.7,21054,87.8,7.8,4.2,0.2,4.6,42524
"868","Wisconsin",35333,35038,3,91.7,0.7,0.4,2.6,0,55415,54620,1028,28363,770,13.1,11.1,34.6,16.5,23.9,8.7,16.3,81,6.9,0.3,6.2,1.9,3.8,18.8,37291,80.8,14.3,4.7,0.2,4.6,70371
"869","Wyoming",25001,23115,8.4,87.7,0.3,0.8,0.5,0,33763,80178,3568,33200,1423,9.4,12.6,26.5,14.2,21.7,22.6,15,80,10.2,2.5,1.9,1.9,3.6,20.7,25511,80.1,14.8,4.9,0.2,4.6,48116
"870","Pennsylvania",84313,76333,2.8,85.8,3.6,0.1,6,0,127511,56466,1612,28545,610,18.4,12.4,46.8,18.1,19.7,6.5,8.9,68.3,9.2,5.1,9.5,3.1,4.9,20.4,76433,79.4,15.2,5.3,0.2,4.6,160646
"871","Michigan",22517,21026,4.5,90.9,2.3,0.3,0.5,0,32719,48192,1961,22977,575,15.9,25.8,22.8,18.4,22.1,10.3,26.5,83.7,8.9,0.4,1.3,1.4,4.3,22.5,18861,82.7,10.5,6.6,0.2,4.6,43543
"872","Texas",80837,83255,25.5,62.6,8.9,0.3,0.7,0,111526,67371,2205,28612,695,10.5,14.6,33.2,13.5,25.8,11.8,15.7,82,11.1,0.4,0.9,0.6,5,29.3,78597,79.5,13.1,7.2,0.2,4.6,164092
"873","Idaho",11619,11420,34.5,63.1,0.1,0.3,0.4,0.3,13067,46421,3057,19329,1013,16.3,23.5,23,15,19.8,22.8,19.5,79.4,14.1,0.6,2,0.4,3.4,18,10195,85.3,7,7.5,0.2,4.6,23039
"874","Texas",9446,7900,39.7,53.6,4.5,0.1,0.2,0,12385,54565,5212,24140,1725,12.8,17.2,23.7,17.4,23.3,20.7,15,82.2,12.8,0.3,1,2,1.6,16.6,6772,77,13.1,9.8,0.2,4.6,17346
"875","Iowa",5235,5091,12.1,85.9,1.4,0,0.1,0,7689,48172,3111,25248,1723,15.6,26.1,31.1,16.1,17.3,15.4,20.1,77.9,9.7,0.7,5.4,0.6,5.8,16.8,4801,69.7,15.7,14.5,0.2,4.6,10326
"876","Illinois",6080,6336,1.4,95.8,0.5,0.1,0.3,0.4,9611,62368,2953,32839,1901,11.4,22,38.7,16.7,24,12.5,8.2,82.5,10.3,0.1,1.6,0.7,4.9,27.6,6091,71.8,22.8,5.1,0.3,4.6,12416
"877","Iowa",18797,17992,2,94.2,1.6,0.2,0.4,0.1,28400,56363,2388,27214,925,9.1,9.7,28.2,15.9,24.2,10.7,20.9,81.6,9.9,0.6,1.8,0.9,5.1,22.9,17428,81.1,12.1,6.6,0.3,4.6,36789
"878","Wisconsin",13602,13841,2.9,94.3,0.5,0.5,0.5,0,22609,56494,1484,34253,1074,8.4,9.3,33.1,16.7,21.9,10.9,17.4,80.9,7.2,0.4,4,1.5,6,18.2,13419,79.7,11.4,8.6,0.3,4.6,27443
"879","Oklahoma",5729,5821,9.6,83.9,0.1,1.1,0.2,0,8374,51909,3536,26409,1709,14.2,20.6,31.6,15.2,22.7,14.1,16.4,85.2,7.2,0.1,1.8,0.3,5.4,21.6,4933,71.8,18.2,9.8,0.3,4.6,11550
"880","Missouri",3467,3340,0.5,97.2,0.3,0.2,0.1,0,5179,45216,2441,26253,2736,15.3,22.8,27.7,13.6,18.1,13.9,26.8,79.2,7.7,0.1,3.8,1.3,8,23.5,3135,72.7,16,11,0.3,4.6,6807
"881","Kansas",4066,3650,46.8,51.8,0,0.3,0,0,4391,57474,8639,26138,2387,10,10,29.6,13.4,20.5,21.1,15.4,78.8,10,0.5,3.4,0.2,7.1,14.5,3620,73.8,14.3,11.7,0.3,4.6,7716
"882","Missouri",8934,8948,1.1,95.7,2.6,0,0.1,0,13857,50959,3492,26418,1482,16.6,27.1,24.7,18.9,18.1,17.6,20.7,80.9,14,0,0.4,0.5,4.1,26.8,8510,86.5,8.7,4.5,0.4,4.6,17882
"883","Montana",41259,40557,4.2,85.8,1.3,4.2,0.8,0.1,62743,46827,1361,28350,1102,13.1,17.3,35.6,19.9,23.5,11.6,9.3,79.8,11.2,0.7,3.8,1.1,3.4,15.3,36927,75,17.2,7.5,0.4,4.6,81816
"884","Idaho",13911,13499,10.4,87.1,0.1,0.3,0.3,0.2,17048,58055,2987,21519,1100,9.5,11.9,34.6,12.5,21,18.5,13.3,77.2,10.4,2.4,2.8,2.1,5.2,24.6,11898,76.4,14.5,8.7,0.4,4.6,27410
"885","Virginia",38485,40168,6.5,89.5,2,0.2,0.7,0.1,58759,57651,1698,28884,969,10.2,14.9,32.3,15.3,24.6,12.1,15.7,81.5,8.4,0.1,3.1,1.8,5,21.7,38878,76,15.8,7.7,0.5,4.6,78653
"886","Montana",4694,4666,4.2,91.3,0.1,2,0.6,0,7524,43880,5838,28420,3081,16.1,9.4,34.1,19.4,21.8,15,9.7,70.4,8,0,10.8,2.7,8,14.2,4647,69,17.4,13,0.6,4.6,9360
"887","Missouri",2382,2501,0.3,97.5,1.7,0,0,0,3501,42939,4351,23785,3194,16.7,25.5,34.5,17.7,17.4,16.1,14.3,69.9,12.5,0,0.8,2.6,14.1,19.8,2156,71,12.3,16.1,0.6,4.6,4883
"888","Minnesota",16616,16264,1.6,95.9,0.6,0.2,0.5,0,24973,52855,2046,28040,1416,11.4,13.2,29.1,18.5,20.3,13.5,18.7,79.6,8.9,0.5,3.2,1.5,6.3,26.8,16502,78.1,11.8,9.4,0.8,4.6,32880
"889","Oklahoma",3836,3894,9.2,85.5,0.3,1.7,0.6,0,5553,52056,2596,28294,2182,13.1,16.5,28.4,13.3,22.6,20,15.7,87.3,7.4,0,1.8,0.2,3.3,23,3343,76.1,12.7,10.4,0.8,4.6,7730
"890","Nebraska",2578,2666,4.8,92.9,0.1,0.3,0.1,0,3942,63667,5507,32424,2863,7.6,8.7,35,13.8,21.4,12.7,17.1,79,9.6,0.2,3.7,1,6.5,19.9,2732,73.1,14.8,11.3,0.8,4.6,5244
"891","Colorado",8935,7965,5.9,89.7,0.1,1.1,1,0.7,13786,61644,5623,34377,2607,6.6,7.8,33.8,16.9,25.6,15.6,8.1,71.8,10.3,1.5,1.1,1.7,13.6,40.9,9044,72,16.9,10.2,0.9,4.6,16900
"892","Oklahoma",12263,10708,14.2,75.7,3.3,1.4,0.9,0.1,16740,49625,5818,23883,1717,12.6,13.5,25.6,17.9,24.2,14.9,17.4,87.6,7.6,0.2,1.5,0.8,2.4,17,9296,78.1,14.5,6.4,1,4.6,22971
"893","Nebraska",988,1031,2,96.2,0,0,0.6,0,1621,61769,3409,31901,2847,5.7,10.1,30.7,16.4,24,14.8,14.1,82.8,6.9,1.1,4.3,1.3,3.6,16.4,1129,66.3,18.9,13.6,1.3,4.6,2019
"894","Virginia",2945,3550,0.7,88.3,2.5,0,7.3,0,5148,33672,2993,17969,1581,20.8,29.5,22.8,26.4,15,9.4,26.5,87.9,4.3,0,5.9,0.5,1.4,18.3,2806,84,14,2,0,4.7,6495
"895","Virginia",11947,13574,3.2,85.8,7.2,0,1.9,0,20322,53990,2528,30141,2290,8.9,12.1,37,19.2,26.5,6.3,11,81.5,8.1,0.4,5,0.4,4.7,19.6,12446,78.8,17.9,3.3,0,4.7,25521
"896","Louisiana",4192,4531,1.9,57,37.5,0.4,0,0,6568,41510,6776,25154,3881,20.4,23.6,27,19,20.4,18.7,15,82.8,6.9,0.3,0.7,4.1,5.2,33.9,3366,76,20.1,3.9,0,4.7,8723
"897","Kansas",58348,59458,6,79.1,4,2.2,4.8,0,90677,54370,1728,29438,1053,18.7,12.8,45.2,17.5,24,5,8.2,78.1,8.8,2.1,5.3,1.8,3.8,20.4,64647,73,22.3,4.7,0,4.7,117806
"898","Virginia",5864,6158,2.4,92.3,1,0.1,1.3,0,9218,88328,8414,39305,2587,4.9,4.8,50.1,11.7,20,9.3,8.9,87.1,6,0,0.3,1.4,5.2,24.6,5908,72.1,21.6,6.3,0,4.7,12022
"899","Tennessee",25100,26241,3.3,89.9,3.9,0.3,0.4,0,38651,47398,1843,25211,1889,14.5,19.1,28.9,16.1,24.6,13.1,17.4,81.8,11.3,0.6,2.1,0.8,3.3,31.7,22454,80.1,13.3,6.6,0,4.7,51341
"900","Kentucky",4077,4075,1.2,93,3.9,0.2,0.4,0,6321,42988,2753,25063,2287,18.2,29.1,27.7,17.3,23.8,9.9,21.3,89.3,3.8,2.2,0.4,0.8,3.6,23.6,3394,81.4,11.9,6.7,0,4.7,8152
"901","Idaho",2164,1977,4,92.2,0,1.1,0,0,3455,37976,6917,23290,2528,18.9,21,32.3,19.4,17.7,23.9,6.8,67,11,1.8,11.3,3.6,5.4,19.2,1722,71.5,18.9,9.6,0,4.7,4141
"902","Texas",4826,4539,23.2,72.1,2.2,0.6,0.5,0,6896,45862,3667,23044,1813,21.3,32.7,25.1,18.6,20.3,17.6,18.5,82.5,10.2,0.5,1.5,3,2.3,19.5,3730,72.8,14.6,12.5,0,4.7,9365
"903","Iowa",229864,237371,8.1,78.5,6.3,0.2,4.3,0.1,328736,63530,972,33524,603,11.7,16.3,39.1,16.6,25.7,7.8,10.9,83.8,8.2,1.4,1.8,1,3.7,19.4,250105,84.1,11.5,4.4,0.1,4.7,467235
"904","Texas",108478,105753,25.1,56.7,10.2,0.1,6,0,150587,43907,1389,25337,637,26,22.9,41.1,18,22.9,8.7,9.3,77.7,11.3,2.4,2.5,2.7,3.4,17,103649,69.5,24.8,5.6,0.1,4.7,214231
"905","Arkansas",12977,13178,13.7,80.3,1.6,0.2,1.6,0.1,18153,35758,1574,18757,1144,22.5,31,25.9,15,21,12.7,25.5,77.8,12.3,0.4,1.7,2.3,5.6,20.5,10427,79.2,14.5,6.2,0.1,4.7,26155
"906","North Carolina",7433,7722,5,92.7,0.3,0.6,0.2,0,12042,42534,2873,22302,1311,15.4,22.5,33.2,17.1,17.6,15.8,16.3,87.1,8.9,0,1.3,0.7,1.9,25.6,6199,72.6,20.4,6.9,0.1,4.7,15155
"907","Missouri",11302,11442,1.6,92.8,2.6,0.3,1.7,0.3,18582,41370,1806,21056,962,22.6,24.1,29.9,25.1,21,8.4,15.6,79,10.1,0.1,6.2,1.3,3.3,16.1,11535,74.9,17.6,7.4,0.1,4.7,22744
"908","Iowa",9639,9770,1.4,95.7,0.6,0,0.5,0.7,15030,51806,2812,27672,1215,12,15.3,30.3,15.4,21.1,12.5,20.7,84.8,5.2,0.3,3.2,1,5.6,23.3,9708,79.8,11.3,8.7,0.1,4.7,19409
"909","New Hampshire",23734,23790,1.4,96.1,0.5,0.1,0.6,0,39147,58139,3515,35646,1604,9.2,11.5,32.5,21.3,23.6,12.7,9.9,82,7.7,0.3,2.2,1.5,6.2,26.2,23324,71.9,14.5,13.5,0.1,4.7,47524
"910","Maine",19601,20099,1.3,95.6,0.6,0.4,0.6,0,31959,53117,2506,29806,1274,11.6,14.9,33.6,17.2,23.9,15.3,10,76.8,9.8,0.3,4.8,1.8,6.6,17.4,19568,73,12.3,14.7,0.1,4.7,39700
"911","Iowa",45896,47391,7.5,88.3,1.4,0.3,0.6,0,69140,56291,2064,29085,717,11.2,15.4,30.5,17,25.4,10.7,16.4,84.3,8.7,1,1.6,1.2,3.2,20.5,46780,82.5,12.5,4.9,0.2,4.7,93287
"912","New York",53712,55779,4.4,90.3,2.3,0.2,1.3,0.1,84938,61710,1781,33685,1232,9.7,12.9,40.4,16.4,23.2,8.3,11.6,82.9,7.9,0.7,3.5,0.9,4.2,23.2,54398,80.3,14.2,5.3,0.2,4.7,109491
"913","Oklahoma",25196,26671,5.7,73.6,2.5,10.4,1.9,0,38264,50388,1871,28913,1049,14,20.7,35.6,18.4,24.2,10.1,11.6,81.8,11,0.1,2.3,1,3.7,17.7,22746,81.3,13.1,5.4,0.2,4.7,51867
"914","Illinois",19374,19568,1.7,95.7,0.6,0.1,0.8,0,29137,69507,2304,34198,1570,7.4,11.8,38,16.5,22.2,9.6,13.7,85.9,7.1,0.5,1.9,0.6,3.9,22.7,18685,84.2,10,5.7,0.2,4.7,38942
"915","Indiana",4124,4145,1.5,96.5,0.5,0.2,0,0,6418,58950,2984,29312,2418,9.5,15.4,30.9,11.9,17.9,13.1,26.2,82.8,13.2,0.2,0.9,0.4,2.5,25.6,4012,81.9,11.5,6.4,0.2,4.7,8269
"916","Pennsylvania",262686,273808,10,82.7,3.6,0.1,2.1,0,397192,61492,650,29280,301,10.4,15,33.3,16,23,10.6,17,78.7,9.4,1.3,3.8,1.8,5,23.1,267348,85.1,7.9,6.8,0.2,4.7,536494
"917","Wisconsin",22296,21964,1.8,93.1,0.5,0.2,2.5,0,34818,54605,2455,26354,960,12.8,12.7,32.3,17.2,22.3,9.8,18.5,77.1,7.1,0.2,7.6,1.6,6.4,22.9,22972,79.4,13.4,7,0.2,4.7,44260
"918","California",376145,387305,24.9,39.9,2.3,0.1,27.2,1.4,494912,105667,1195,53516,554,7.3,8.7,47.4,17.2,22,6,7.4,68.7,10.6,10.4,2.6,2.8,4.8,28.2,404882,80.5,11.3,8,0.2,4.7,763450
"919","North Carolina",121002,131266,6.4,83.7,6.1,0.4,1.2,0.1,195828,48464,1288,29590,671,13.2,17.9,39.6,18.9,22.8,8.7,10.1,79.5,8.2,0.6,2.1,1,8.5,20.1,123090,79.7,11.8,8.3,0.2,4.7,252268
"920","Vermont",29275,30401,1.4,95.5,0.7,0.3,1.1,0,48263,52635,1977,28443,770,11.4,14.6,34.2,19.5,23.1,10.8,12.5,79.9,7.9,1,5.1,0.9,5.2,21.1,30152,77.6,13.8,8.4,0.2,4.7,59676
"921","Ohio",13824,14001,1.3,96.4,0.9,0.1,0.4,0.1,21887,51748,3535,26908,1461,14.8,21.5,25.3,17.6,22.2,14.2,20.7,83.2,8.3,0,2.4,1.8,4.3,28.5,12637,81.2,10,8.7,0.2,4.7,27825
"922","Kansas",3835,3741,3.2,93.8,0.4,0.4,0,0,5806,57593,6462,30927,2418,7.6,9.6,32.6,14.4,19.4,17.1,16.4,81.2,8.4,0.1,2.3,2.5,5.4,22.1,3648,70,15.6,14.3,0.2,4.7,7576
"923","Kansas",18913,18184,49,42.6,2.1,0.4,3.9,0,20599,51703,1928,23074,1118,16.2,22,22.8,18.4,20.6,15.2,23,80.7,13.1,0.6,1.6,1.1,2.8,14.3,18653,81.4,13.3,5.1,0.3,4.7,37097
"924","Indiana",8223,8542,1.5,96.1,1.4,0,0.1,0,12873,47955,3688,23749,1767,18.3,25,24.4,14.2,22.8,14.3,24.3,85.8,8,0.5,0.9,0.2,4.7,26,7403,83.4,10.4,6,0.3,4.7,16765
"925","Kansas",10142,10411,4.4,85.4,3.8,0.9,0.3,0,15612,45706,2966,22841,1145,17.8,26.7,32.6,20.3,17.5,9.4,20.2,84.4,6.9,0.3,3.3,1.9,3.2,15.8,9514,73.9,19.9,6,0.3,4.7,20553
"926","Wisconsin",22893,22410,4.2,91.2,1.5,0.9,0.8,0,33266,56479,1752,26724,800,12.6,19.3,27.8,17.7,22,10.8,21.7,82.3,7.7,0.2,3.2,1.9,4.6,19.8,21433,72.4,20.3,7,0.3,4.7,45303
"927","Pennsylvania",21963,22295,0.8,97.3,0.6,0.2,0.3,0,34790,45342,1246,23895,491,14.2,20.8,26.3,17.3,19.7,13.8,22.9,83.2,8.5,0.5,4,1.1,2.7,23.1,19833,82,10.2,7.5,0.3,4.7,44258
"928","Wyoming",6015,5905,8.8,88.2,0.6,0.9,0.4,0.1,8636,51716,3372,23724,1150,13,13.8,29.5,18.5,19.2,18.4,14.4,74.8,9.8,0,7.2,2.2,6,18.8,5280,71.8,19.7,8.1,0.4,4.7,11920
"929","Wisconsin",10952,9579,3.2,86.4,2.2,5.8,0.4,0,15856,51108,2147,24740,814,13,20.2,26.8,18.8,21.1,15.4,17.9,79.4,9.6,0.1,1.8,1.7,7.4,22.2,9551,74.8,15.9,8.9,0.4,4.7,20531
"930","Utah",3296,3118,10.9,88.7,0,0.1,0.2,0,4165,47878,4577,21128,1544,10.5,15.8,23.9,18.7,25.1,15.9,16.4,80.2,12.5,0.2,2.6,1,3.4,16,2653,77.1,16.6,5.8,0.5,4.7,6414
"931","Georgia",12502,13033,3.7,75.1,19,0,0.9,0,19724,41216,2612,21668,1548,18.8,23.6,26.8,15.8,23.2,12.4,21.8,85.4,8.2,0.2,1.7,0.3,4.2,21.8,9989,80.2,12.3,7,0.5,4.7,25535
"932","Texas",7214,7542,32.3,59.4,7.1,0,0.3,0.1,10103,58504,5746,26809,1678,13.7,17.9,26.6,15.3,19.8,19.1,19.2,81.1,10.8,1.8,1.5,0.6,4.2,25.7,6760,76.2,15.1,7.9,0.8,4.7,14756
"933","Mississippi",7838,8276,1.6,74.3,23.6,0,0,0,12147,37697,4413,21864,2321,18.2,29.5,23.2,15.4,20.5,17.2,23.7,88.5,6.2,0.7,0.3,3,1.3,33,6463,77.3,16.5,5.3,0.9,4.7,16114
"934","Illinois",4360,2431,3.6,73.6,21.3,0,0.6,0,5636,56289,3862,21906,2750,11.6,15.1,27.4,17,28.1,7.9,19.6,84.3,5.5,0.3,1.6,0.6,7.7,16.6,2418,71,17.7,9.8,1.5,4.7,6791
"935","North Dakota",5519,4467,7,62.9,1.1,25.9,0.4,0,7250,69622,6012,40113,4891,11.2,15.8,32.5,20.9,17.7,16.6,12.3,76.4,9.7,0.6,5.4,0.6,7.3,17.1,4807,60.3,21.9,15.3,2.5,4.7,9986
"936","Arkansas",4444,4084,0.4,63.4,33.4,0.1,1.4,0,6570,36995,5674,18644,1239,23,34,28.9,20.5,15.1,13.8,21.7,85.9,7.8,0.7,1.1,1.9,2.7,29.9,3294,73.2,22.7,4.2,0,4.8,8528
